title,years,eps,desc,image,id
Moomin,1990–1992,104 eps,The eerie and charming animated adventures of a creature called Moomin and his friends and family.,https://m.media-amazon.com/images/M/MV5BNzhkMzM1OGQtMmFhNy00NDI2LThiZDgtY2YyMGQ1NWM1NWFiXkEyXkFqcGc@._V1_QL75_UY281_CR1,8nLVvG
Chivalry of a Failed Knight,2015,13 eps,"Ikki Kurogane struggles as the worst Blazer, only able to materialize his soul into a weak weapon. His dreams of becoming a Magical Knight are shattered when he meets Princess Stella Vermillion, altering his life's path.",https://m.media-amazon.com/images/M/MV5BOWQ4Mzc2MTktNzVmMC00N2RiLWI2ZTctZTI2NzFkOGIxYjkxXkEyXkFqcGc@._V1_QL75_UX190_CR0,veJv6D
Chobits,2002–2003,27 eps,"Hideki finds the discarded and malfunctioning Persocom Chi, a personal computer that looks like a girl. While trying to fix and care for Chi, Hideki discovers that she might be a Chobits, a robot of urban legend that has free will.",https://m.media-amazon.com/images/M/MV5BNmM4NTAxOTEtODJhNi00NDAxLWE3M2ItODRlZTc1NjU0ZTBjXkEyXkFqcGc@._V1_QL75_UX190_CR0,r1j1oW
Space Dandy,2014,26 eps,"The cosmic and comic adventures of Space Dandy, a handsome space explorer tasked to tour the universe and discover new alien beings.",https://m.media-amazon.com/images/M/MV5BYTc3Zjc3OTktNTQ4Yy00NjQxLWI5NmEtZjU5Yzk2OWQ4ODZlXkEyXkFqcGc@._V1_QL75_UY281_CR4,BrVxRt
K-On!,2009–2010,41 eps,"K-ON is about 5 high school girls who become friends through the Light Music Club. Yui the lead guitarist, Tsumugi the keyboardist, Mio the bassist, Azusa the rhythm guitarist, and Ritsu the drummer. K-ON is the story of 5 aspiring musicians and their journey through high school together.",https://m.media-amazon.com/images/M/MV5BNjRjYTc2ZDctNTlhNS00NTdiLTllNjItMWNjMzlmNWQ2MGEwXkEyXkFqcGc@._V1_QL75_UY281_CR4,swlHKH
Knights of Sidonia,2014–2015,24 eps,"A thousand years after the destruction of Earth by gigantic aliens called Gauna, mankind is living on massive spaceships. One of these space ships is Sidonia, which is protected by large pilot controlled exosuits called Gardes.",https://m.media-amazon.com/images/M/MV5BZjUwNjUwNTYtZmVmMy00ZmI5LTg4ZWUtZjFmYTA0M2Y0MDg4XkEyXkFqcGc@._V1_QL75_UY281_CR5,jdnbvk
D.Gray-man,2006–2008,104 eps,"Young Allen Walker, an exorcist, fights Akuma to save the world.",https://m.media-amazon.com/images/M/MV5BNzNlYzc0MDUtMDFhNi00ZDI3LThjMTctYjA4MjY0ZDg3MjUyXkEyXkFqcGc@._V1_QL75_UY281_CR4,W4B66U
Maya,1975–1980,104 eps,The story of a young bee named Maya and her adventures.,https://m.media-amazon.com/images/M/MV5BMTU5MDY0OTE3MV5BMl5BanBnXkFtZTcwNjYwODgxMQ@@._V1_QL75_UX190_CR0,xNShJL
Domestic Girlfriend,2019,12 eps,The daily life of high-school student Natsuo is heavily complicated after his single father marries the mother of his teacher crush Hina Tachibana and her sister Rui - who he had shared his first experience with with at a preceding mixer.,https://m.media-amazon.com/images/M/MV5BYmQyNWI1ZTgtMTgzNC00ZGIyLTg3NWMtZmM2ZjMzNTNjOTU5XkEyXkFqcGc@._V1_QL75_UY281_CR1,vMoQgB
Dandadan,2024–,12 eps,"When Momo and Okarun's beliefs clash, they're thrown into a world of ghosts, aliens and awakened powers.",https://m.media-amazon.com/images/M/MV5BYWFhOWMxNTYtZThiMi00ZmQ5LTlmODktN2QwNzUyZjMyZGQzXkEyXkFqcGc@._V1_QL75_UY281_CR5,69htPy
Uzumaki,2024,4 eps,"The population of Kurouzu is slowly driven mad by their growing obsessions with spiral shapes, finding them everywhere with shocking and horrifying results.",https://m.media-amazon.com/images/M/MV5BNzc3OGYwMWEtNDVjYS00MGI3LWIzOGMtZTQ2NjQ3Njk3MzAyXkEyXkFqcGc@._V1_QL75_UX190_CR0,cvNGEF
Arifureta: From Commonplace to World's Strongest,2019–2024,39 eps,Hajime Nagumo and his high-school classmates are suddenly summoned to a fantastical land as heroes.,https://m.media-amazon.com/images/M/MV5BMTBmMGI0ZDMtMDA3Zi00OTFiLTk4YTktNzAzZjAzNjJjMWVkXkEyXkFqcGc@._V1_QL75_UY281_CR5,CBzizJ
Grand Blue Dreaming,2018–2025,13 eps,"A college student spends his year at the seaside town of Izu, having fun on the beach with his school friends.",https://m.media-amazon.com/images/M/MV5BYWVjMDk1ZTAtOWFkZi00NjgxLWJhODAtNGM0ZmI1YWM3YTFmXkEyXkFqcGc@._V1_QL75_UY281_CR5,DA5229
Kotaro Lives Alone,2022,10 eps,A lonely little boy moves into a ramshackle apartment building all on his own and makes friends with the broke manga artist who lives next door.,https://m.media-amazon.com/images/M/MV5BOWViYWUzNWQtZjQ0OC00MjU5LTg1YjAtZjI0OGYxMmI4OTAyXkEyXkFqcGc@._V1_QL75_UX190_CR0,D8E20V
The Vision of Escaflowne,1996,26 eps,Girl with psychic powers transported to magical Gaea. She and friends face attack by evil Zaibach empire. Guymelf Escaflowne holds the key.,https://m.media-amazon.com/images/M/MV5BZmY1OTk3YTAtMmNlOC00YjA3LThiZmYtYTY0OTVhNjRhMTRlXkEyXkFqcGc@._V1_QL75_UY281_CR1,m7Kxk7
Saga of Tanya the Evil,2017–,14 eps,"A girl with blond hair, blue eyes, and porcelain skin fights on the front lines of a brutal war and climbs the ranks of the imperial army.",https://m.media-amazon.com/images/M/MV5BNjQyNDAyZTgtNzkzMS00ZTAwLWFjYjYtMWRlZmQwYzMyYjdkXkEyXkFqcGc@._V1_QL75_UX190_CR0,Rj5rzr
Basilisk: The Kouga Ninja Scrolls,2005,24 eps,"In 1614, two rival ninja clans back opposing sons of Hidetada Tokugawa for the shogunate. They send their finest warriors to battle to the death, with the victor's clan ruling for a millennium.",https://m.media-amazon.com/images/M/MV5BZDEwMjU1YjUtOWRiMS00MTQ2LTk5NGMtNDg3ZWEyYWVkOWMwXkEyXkFqcGc@._V1_QL75_UY281_CR4,ZxSdSf
Samurai 7,2004,26 eps,"A small village gets raided by bandits every harvest season. The villagers can't take it anymore, and decide to recruit samurais to defend them in exchange for rice. Will the villagers find who would defend them from the bandits?",https://m.media-amazon.com/images/M/MV5BYjVhMmRjMjYtNmFhYy00ZGQ2LTg1YWItNmMwNzBkZGFhZDk4XkEyXkFqcGc@._V1_QL75_UX190_CR0,7sQA3W
High-Rise Invasion,2021,12 eps,"High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey.",https://m.media-amazon.com/images/M/MV5BNmYxZTU0NzYtM2NlNC00YTVkLTg4ZDYtNzkxNjM1Yzg5Y2NmXkEyXkFqcGc@._V1_QL75_UY281_CR1,RK11FS
Barakamon,2014,12 eps,"A proud young calligrapher is punished for punching a critic by being sent to a faraway island in the east coast of Japan. But as he meets and lives with the island's friendly people, his attitude begins to improve.",https://m.media-amazon.com/images/M/MV5BMzdkYTgzZDctMGQ3OS00NWJlLTk1Y2ItYzZhNzIwOGM0YTU3XkEyXkFqcGc@._V1_QL75_UY281_CR12,dighaq
